Nome da pessoa;Idade da pessoa;Documento CPF;Data de Nascimento;Sexo da pessoa;Signo da Pessoa;Nome da Mãe;Telefone Fixo;Telefone Celular;Altura da Pessoa;Peso da Pessoa;Tipo Sanguíneo da Pessoa
Pedro Davi Campos;57;525.896.318-71;06/11/1964;Masculino;Escorpião;Mariah Carolina;(16) 2629-1924;(16) 98755-0579;1,67;51;A+
Henry Julio Lucas Bernardes;30;163.158.268-22;27/10/1991;Masculino;Escorpião;Elza Clara Caroline;(15) 2726-6379;(15) 98396-0988;1,69;87;AB+
Filipe Theo Araújo;46;637.663.728-07;20/11/1975;Masculino;Escorpião;Nina Benedita;(11) 2681-8650;(11) 99198-7191;1,77;101;A-
Gabriel Bernardo Severino Pires;49;213.185.718-71;26/07/1972;Masculino;Leão;Priscila Ester Carolina;(11) 3968-8891;(11) 99726-3522;1,83;71;O-
Ana Elaine Mariana Rocha;25;054.048.998-08;16/09/1996;Feminino;Virgem;Yasmin Jéssica;(14) 3832-8221;(14) 98695-9446;1,54;78;O-
Sophie Isabel Isabela Santos;49;538.048.838-26;23/05/1972;Feminino;Gêmeos;Joana Vitória;(19) 3526-2168;(19) 98929-3871;1,84;63;AB-
Daniela Mariana Farias;18;331.882.568-92;24/04/2003;Feminino;Touro;Mariane Lara;(11) 2726-5587;(11) 99430-1854;1,65;82;B-
Vera Vitória Flávia da Paz;44;441.330.018-18;23/01/1977;Feminino;Aquário;Maitê Eliane Gabrielly;(14) 3872-0827;(14) 98749-1059;1,62;45;AB+
Carolina Antonella Benedita da Rocha;31;065.303.398-25;16/04/1990;Feminino;Áries;Helena Giovanna;(19) 2604-1347;(19) 99165-9226;1,68;79;B-
Evelyn Elisa Eduarda Almeida;42;134.314.788-32;06/11/1979;Feminino;Escorpião;Raimunda Sônia;(14) 3893-3350;(14) 98401-1705;1,85;75;A-
Luiz Cauã Danilo Costa;78;894.615.028-93;15/09/1943;Masculino;Virgem;Isabela Nicole Renata;(19) 3886-7775;(19) 98165-6154;1,86;67;AB-
Rayssa Marli dos Santos;18;992.444.848-03;10/04/2003;Feminino;Áries;Marina Isabelle Lara;(16) 2556-4118;(16) 98478-6943;1,59;58;B+
Kaique Bento da Paz;26;296.041.048-37;04/03/1995;Masculino;Peixes;Esther Aparecida;(12) 3606-4246;(12) 99475-8360;1,64;89;B+
Geraldo Guilherme Silva;42;629.402.018-20;14/10/1979;Masculino;Libra;Sarah Luna;(11) 2598-8147;(11) 99194-4787;1,68;89;A-
Bruno Isaac Calebe da Luz;79;501.697.848-43;27/06/1942;Masculino;Câncer;Nina Olivia Tânia;(11) 2768-9480;(11) 99182-8211;1,96;73;O-
Silvana Flávia Francisca Silva;71;771.718.338-28;17/03/1950;Feminino;Peixes;Tatiane Catarina;(12) 3794-0982;(12) 99775-4811;1,58;50;A+
Lorena Elza Rebeca dos Santos;25;772.467.408-64;22/04/1996;Feminino;Touro;Jéssica Stefany;(11) 2694-5667;(11) 98431-5681;1,7;69;O-
Renan Jorge da Luz;42;614.386.718-65;27/12/1979;Masculino;Capricórnio;Emily Giovana;(19) 2996-3066;(19) 99374-5678;1,6;56;AB+
Isabella Luiza Aparício;30;687.857.828-07;12/12/1991;Feminino;Sagitário;Jaqueline Sophie Letícia;(18) 2986-6805;(18) 99487-6471;1,53;79;A-
Kamilly Sarah Lima;48;185.105.458-80;09/01/1973;Feminino;Capricórnio;Daniela Yasmin;(16) 3557-1985;(16) 99500-9090;1,81;58;AB-
Anderson Henrique Carlos Costa;50;281.122.308-89;19/02/1971;Masculino;Aquário;Gabriela Jennifer Sandra;(11) 2572-8207;(11) 98289-6184;1,76;100;B-
Ruan Iago Victor Novaes;34;525.721.038-00;15/05/1987;Masculino;Touro;Flávia Sophia;(15) 3828-3674;(15) 98840-1521;1,76;103;AB-
Lucca Anderson Anthony Ferreira;57;812.899.068-31;11/08/1964;Masculino;Leão;Luiza Liz;(17) 2633-7234;(17) 98194-1969;1,64;85;B-
Murilo Ricardo Jesus;50;816.094.658-90;14/11/1971;Masculino;Escorpião;Mariana Helena Julia;(12) 2841-4938;(12) 99888-8342;1,85;79;O-
Lúcia Aurora Assis;42;623.312.668-16;06/09/1979;Feminino;Virgem;Silvana Nina;(19) 2509-5472;(19) 98428-6770;1,8;68;A-
Giovanni Theo Mário Gomes;34;022.231.138-00;19/01/1987;Masculino;Capricórnio;Isabella Alana Nicole;(15) 3684-1897;(15) 99732-2862;1,65;101;O+
Fátima Sebastiana Gabriela Jesus;46;736.129.908-37;09/02/1975;Feminino;Aquário;Cristiane Sophie Joana;(19) 3693-0682;(19) 98142-3303;1,79;88;O-
Vitor Enrico da Cunha;42;194.167.428-30;24/07/1979;Masculino;Leão;Heloise Malu Allana;(11) 3790-2197;(11) 98763-9082;1,68;106;AB-
Gustavo Paulo Anderson da Paz;22;129.328.698-25;27/10/1999;Masculino;Escorpião;Luciana Catarina;(11) 3916-5624;(11) 98717-3280;1,86;78;AB+
Renata Milena Pinto;25;381.836.678-05;18/08/1996;Feminino;Leão;Stella Alessandra Sophie;(11) 3503-6885;(11) 98123-9109;1,71;63;O-
André Márcio Luís Nascimento;31;447.956.358-03;19/04/1990;Masculino;Áries;Daniela Giovana Malu;(19) 2725-6556;(19) 98770-9009;1,61;54;O+
Isaac Diogo Silva;79;111.472.908-65;07/08/1942;Masculino;Leão;Marli Isabela;(11) 2989-5735;(11) 99669-9509;1,63;107;AB-
Luiz Oliver Martins;73;242.686.078-20;03/02/1948;Masculino;Aquário;Débora Elza Cecília;(19) 3773-5029;(19) 99559-3616;1,94;77;B-
Benedita Ana Rosângela Teixeira;50;131.179.508-18;14/03/1971;Feminino;Peixes;Maria Maya Francisca;(11) 3754-4434;(11) 98387-5567;1,63;53;AB-
Luan Danilo Ramos;31;702.946.728-00;16/02/1990;Masculino;Aquário;Bruna Adriana;(11) 2667-9534;(11) 98508-4098;1,93;80;O+
Isis Yasmin Andrea Campos;57;625.849.228-27;20/03/1964;Feminino;Peixes;Julia Bárbara Priscila;(11) 2870-0939;(11) 99720-5191;1,79;87;B+
Sara Cecília Mendes;73;649.841.958-00;16/11/1948;Feminino;Escorpião;Sebastiana Priscila;(19) 2859-8752;(19) 99156-2812;1,51;90;B+
César Oliver Gustavo da Paz;22;625.825.128-50;26/05/1999;Masculino;Gêmeos;Laura Mariah;(11) 2716-0182;(11) 99480-7156;1,62;100;AB+
Lívia Gabriela Peixoto;30;769.048.898-61;05/10/1991;Feminino;Libra;Heloisa Heloise;(16) 2520-4660;(16) 99477-4368;1,65;81;B-
Danilo Manoel Giovanni Lima;71;378.034.968-06;12/04/1950;Masculino;Áries;Sophia Luana Rebeca;(13) 2878-4035;(13) 99700-3930;1,74;108;AB+
Juan Levi Anthony Silveira;48;593.051.588-38;18/12/1973;Masculino;Sagitário;Sarah Milena Ayla;(14) 2996-9943;(14) 98900-6290;1,94;60;A-
Laís Giovanna Monteiro;73;620.368.578-09;22/06/1948;Feminino;Câncer;Andreia Bruna Allana;(19) 2982-8540;(19) 98166-0029;1,82;51;O+
Ricardo Arthur Thales Assis;78;965.931.648-87;13/05/1943;Masculino;Touro;Larissa Eloá;(11) 2593-1370;(11) 99554-1086;1,64;57;B+
Cauê Danilo Geraldo Cavalcanti;73;568.495.588-62;18/03/1948;Masculino;Peixes;Agatha Sophia;(16) 2984-3348;(16) 98827-6892;1,67;57;A-
Benedito Caio Caldeira;27;499.795.828-04;05/02/1994;Masculino;Aquário;Juliana Elisa Valentina;(11) 2724-9103;(11) 98286-6287;1,69;60;B-
Osvaldo Paulo Lucas Teixeira;49;157.449.828-25;11/01/1972;Masculino;Capricórnio;Lavínia Olivia Sueli;(11) 3532-9001;(11) 99999-7141;1,94;71;A-
Cecília Benedita Jesus;38;467.578.928-55;11/10/1983;Feminino;Libra;Manuela Natália;(11) 2985-9091;(11) 99935-6306;1,76;51;B+
Pedro Henrique Sebastião Renato Ferreira;79;897.027.568-12;13/12/1942;Masculino;Sagitário;Elza Maya;(13) 3560-1580;(13) 98597-0815;1,78;64;AB-
Paulo Julio Gael Nascimento;79;128.518.918-39;04/10/1942;Masculino;Libra;Antônia Isabella;(19) 2523-8027;(19) 98451-4263;1,96;101;B-
Geraldo Caio Rafael Pires;31;745.550.968-51;17/08/1990;Masculino;Leão;Jéssica Silvana Bruna;(12) 2809-9995;(12) 98834-7986;1,62;93;O-
Fábio Erick Sebastião Pires;42;554.754.218-03;03/06/1979;Masculino;Gêmeos;Elza Fernanda;(18) 2829-0976;(18) 99367-3303;1,94;56;B+
Isabelle Camila Helena da Luz;22;672.165.448-20;22/09/1999;Feminino;Virgem;Bruna Manuela Clarice;(11) 3631-5101;(11) 99973-2415;1,72;84;B-
Kamilly Letícia Jéssica da Mota;42;371.396.068-20;12/02/1979;Feminino;Aquário;Larissa Malu Maria;(17) 2506-0553;(17) 98280-3662;1,68;60;O+
Isabel Lara Baptista;46;224.908.298-74;21/03/1975;Feminino;Áries;Giovanna Rita;(11) 2915-5462;(11) 99182-5189;1,78;85;AB-
Daniela Lavínia Agatha Pires;73;777.150.928-27;21/05/1948;Feminino;Gêmeos;Marli Helena Elza;(14) 2775-0245;(14) 98826-1926;1,83;77;AB-
Elias Diego de Paula;42;866.741.808-07;17/04/1979;Masculino;Áries;Bárbara Isabela;(16) 2530-7960;(16) 98915-7100;1,71;102;A-
Isabel Rosa Assunção;79;215.943.128-18;13/10/1942;Feminino;Libra;Louise Julia Amanda;(11) 3969-3760;(11) 98440-6688;1,76;54;AB+
Daiane Bruna Nascimento;39;728.403.018-65;09/11/1982;Feminino;Escorpião;Sophia Rebeca;(12) 3521-8024;(12) 98299-2444;1,63;53;AB+
Priscila Manuela Daniela das Neves;30;832.587.648-40;04/09/1991;Feminino;Virgem;Luana Vera;(19) 2930-0161;(19) 99944-5733;1,56;56;B+
Thomas Cauã Santos;69;541.189.628-29;15/04/1952;Masculino;Áries;Isabelle Carolina;(11) 3627-4678;(11) 99930-0430;1,91;51;B-
Pedro Nicolas Rocha;37;143.676.138-79;15/10/1984;Masculino;Libra;Olivia Heloise;(19) 3730-9041;(19) 99294-8892;1,63;63;AB+
Eduardo Mário Jorge Novaes;37;333.634.908-79;15/02/1984;Masculino;Aquário;Lívia Pietra;(11) 3677-4618;(11) 99985-0168;1,69;105;A+
Adriana Jennifer Cecília Silva;53;129.114.848-51;20/07/1968;Feminino;Câncer;Isabela Rosa;(11) 2686-3064;(11) 98471-7185;1,53;71;B-
Renata Mariana Sophia Assunção;42;040.672.788-02;24/01/1979;Feminino;Aquário;Rita Isabel Daniela;(19) 3644-0188;(19) 99404-9628;1,66;50;O-
Louise Heloisa Rocha;46;190.876.518-64;19/08/1975;Feminino;Leão;Cristiane Kamilly Emily;(11) 2734-2582;(11) 99269-3425;1,61;81;A+
Heloisa Raquel Luiza Gonçalves;43;705.668.188-33;14/06/1978;Feminino;Gêmeos;Marina Marcela;(15) 2858-5653;(15) 99330-7272;1,57;50;A+
Joaquim José Erick Gonçalves;22;679.965.988-19;16/06/1999;Masculino;Gêmeos;Heloise Rebeca;(16) 2601-0375;(16) 99866-8903;1,71;81;B-
Tiago Cauã Cavalcanti;68;594.707.428-18;08/05/1953;Masculino;Touro;Natália Esther;(13) 2909-0702;(13) 99550-3557;1,81;69;B-
Flávia Sônia Santos;73;942.506.728-75;12/06/1948;Feminino;Gêmeos;Hadassa Isabelly;(19) 2684-9132;(19) 99869-2857;1,56;46;O+
Matheus Jorge Anthony Gomes;41;358.229.728-45;17/07/1980;Masculino;Câncer;Maya Antonella;(11) 2983-4889;(11) 99689-2435;1,79;90;O-
Giovana Isabelly da Mata;44;351.883.948-98;08/04/1977;Feminino;Áries;Agatha Andrea Letícia;(19) 2873-2454;(19) 98309-4994;1,84;85;B+
Diego Luís Cláudio Duarte;79;056.980.098-64;16/08/1942;Masculino;Leão;Esther Jéssica;(16) 2565-6191;(16) 98764-5804;1,84;59;O-
Victor Bruno Luan Figueiredo;46;786.544.038-37;18/02/1975;Masculino;Aquário;Olivia Lívia Simone;(11) 2980-3089;(11) 99512-0967;1,74;52;B-
Alice Betina Renata da Luz;30;144.780.408-26;05/03/1991;Feminino;Peixes;Sueli Elisa Bruna;(19) 3882-1636;(19) 98122-1920;1,71;59;B+
Osvaldo Rodrigo Melo;57;814.207.298-02;23/09/1964;Masculino;Libra;Eduarda Isabelle;(11) 2876-9720;(11) 99186-1683;1,94;92;B-
Filipe Julio Jesus;71;111.822.228-89;01/07/1950;Masculino;Câncer;Lara Betina Priscila;(11) 2760-8422;(11) 99514-0162;1,87;103;A-
Heitor Raimundo Lopes;18;878.146.848-20;16/05/2003;Masculino;Touro;Lorena Caroline Sebastiana;(11) 2869-6013;(11) 99516-3210;1,95;90;AB+
Antonio Mário Marcos Vinicius Cavalcanti;31;623.155.588-75;17/07/1990;Masculino;Câncer;Tereza Gabriela;(11) 2826-8325;(11) 98615-9305;1,97;91;A+
Patrícia Mariah Ayla Moreira;41;345.176.468-74;02/07/1980;Feminino;Câncer;Antonella Cláudia Marcela;(14) 3972-6630;(14) 98363-1700;1,55;47;B-
Sérgio Caleb Lorenzo Aparício;59;004.301.258-28;26/05/1962;Masculino;Gêmeos;Isabelly Isadora Eduarda;(11) 3773-1386;(11) 98406-7015;1,66;59;A-
Thales Juan Luiz Mendes;29;012.456.988-93;26/10/1992;Masculino;Escorpião;Simone Raimunda Aurora;(11) 2931-8507;(11) 98748-7752;1,64;77;AB-
Regina Sophia Evelyn Assunção;59;958.648.908-63;16/05/1962;Feminino;Touro;Carolina Manuela;(12) 2553-7350;(12) 98718-8072;1,82;59;B+
Eduarda Stefany Hadassa Lopes;26;348.571.128-41;05/10/1995;Feminino;Libra;Lara Sophia Andrea;(11) 3855-0867;(11) 98854-0916;1,67;53;B+
Felipe Cláudio Kauê das Neves;41;648.787.928-25;09/05/1980;Masculino;Touro;Marli Elaine Cristiane;(11) 3984-8900;(11) 99746-7106;1,85;76;AB-
Milena Sophia Heloise Rezende;37;954.783.648-00;14/02/1984;Feminino;Aquário;Analu Louise;(19) 2535-1475;(19) 98821-6872;1,83;61;B-
Gustavo Ruan Emanuel Gonçalves;46;460.872.738-91;25/03/1975;Masculino;Áries;Malu Bianca;(11) 2632-2084;(11) 98982-0538;1,94;109;AB+
Catarina Lorena Pinto;44;562.861.358-47;06/09/1977;Feminino;Virgem;Letícia Rosa;(17) 2974-0507;(17) 99421-9903;1,57;90;A+
Aline Andreia da Cunha;78;727.243.358-21;22/11/1943;Feminino;Sagitário;Eliane Luciana Carolina;(19) 3687-0371;(19) 98596-6576;1,82;90;A+
Mariana Carolina Campos;44;578.663.568-66;17/07/1977;Feminino;Câncer;Rafaela Alana Josefa;(18) 2879-5555;(18) 99936-0887;1,76;76;O-
Augusto Otávio Igor Lopes;39;026.711.998-48;13/06/1982;Masculino;Gêmeos;Carolina Elaine Mariana;(13) 2921-6344;(13) 99258-6996;1,63;89;AB+
Mirella Sarah Jennifer Melo;30;809.482.248-19;23/09/1991;Feminino;Libra;Alana Marina;(11) 3966-9335;(11) 99858-3251;1,85;58;B+
Iago Igor Márcio Caldeira;25;971.605.128-04;03/05/1996;Masculino;Touro;Teresinha Ayla;(18) 3932-1624;(18) 98194-8454;1,82;51;A-
Jéssica Heloise Freitas;18;214.972.848-64;26/12/2003;Feminino;Capricórnio;Benedita Daniela;(11) 2786-9637;(11) 99327-0997;1,59;79;AB-
Jennifer Joana Pereira;53;756.127.838-17;24/08/1968;Feminino;Virgem;Andreia Joana;(11) 2950-8726;(11) 98898-1463;1,52;51;O-
Cláudia Gabrielly Eloá Santos;41;053.276.018-20;09/10/1980;Feminino;Libra;Evelyn Laís;(11) 2513-7747;(11) 99945-6400;1,73;68;A+
Luciana Daniela Elza Drumond;39;803.795.248-72;19/12/1982;Feminino;Sagitário;Elaine Camila;(11) 2730-6789;(11) 99140-8057;1,64;87;A+
Sophia Sandra Maitê Teixeira;59;641.048.748-76;15/11/1962;Feminino;Escorpião;Gabrielly Mariana;(12) 2707-1918;(12) 98137-7157;1,79;83;B-
Anthony Mateus Cavalcanti;27;891.579.828-72;07/06/1994;Masculino;Gêmeos;Jennifer Melissa Isabela;(12) 3818-5914;(12) 98477-7882;1,81;101;AB+
Vitória Maria Mariana Freitas;44;473.704.708-22;12/02/1977;Feminino;Aquário;Kamilly Jennifer Marina;(11) 2777-8435;(11) 99106-2962;1,5;60;B+
Emily Isabelle Fogaça;26;169.933.808-62;25/10/1995;Feminino;Escorpião;Rebeca Josefa;(12) 2633-1636;(12) 98199-8706;1,6;81;AB+
Ester Joana Rodrigues;71;278.782.798-53;07/01/1950;Feminino;Capricórnio;Mariana Juliana;(12) 3654-3346;(12) 98935-7312;1,68;45;B+
Henrique Theo Vieira;18;513.029.358-44;08/02/2003;Masculino;Aquário;Eliane Mariah Luana;(15) 3954-1283;(15) 99353-9052;1,94;76;O-
Benedito Nathan Lima;42;310.739.308-82;19/06/1979;Masculino;Gêmeos;Lorena Regina;(12) 3573-5647;(12) 99290-5539;1,96;85;A-
Thales Antonio Nathan Cardoso;29;329.479.008-20;27/10/1992;Masculino;Escorpião;Yasmin Betina;(19) 2813-7159;(19) 98234-4529;1,77;85;AB+
Alícia Isabella Yasmin Jesus;59;369.442.458-09;09/10/1962;Feminino;Libra;Laura Daniela Yasmin;(14) 2921-9760;(14) 99869-0366;1,51;78;A+
Antonella Jaqueline Drumond;34;888.611.908-98;08/05/1987;Feminino;Touro;Patrícia Luciana Evelyn;(17) 2737-4636;(17) 98431-9813;1,54;89;A+
Alessandra Elza Pires;48;323.906.188-04;26/08/1973;Feminino;Virgem;Lavínia Raimunda;(16) 3752-0189;(16) 98929-3419;1,54;55;A-
Isabelly Pietra Gabrielly Araújo;48;261.273.318-38;23/12/1973;Feminino;Capricórnio;Aline Mirella;(19) 2688-2348;(19) 98816-3645;1,78;69;AB-
Fátima Bárbara Moraes;59;181.051.468-19;05/10/1962;Feminino;Libra;Tereza Raimunda Mariane;(17) 3766-3583;(17) 99933-8980;1,57;49;A+
Valentina Teresinha Rocha;59;285.312.138-00;08/01/1962;Feminino;Capricórnio;Rosângela Isabelle Natália;(13) 3524-6106;(13) 99970-3188;1,85;51;B-
Eduarda Sueli Alves;43;799.015.798-56;16/01/1978;Feminino;Capricórnio;Lúcia Heloisa Aparecida;(11) 3602-6102;(11) 99267-9630;1,53;78;A-
Gustavo Giovanni Francisco Rocha;30;665.845.658-58;19/02/1991;Masculino;Aquário;Analu Raquel Eloá;(16) 2893-6423;(16) 98681-4322;1,92;100;AB+
Tânia Sônia Marlene Porto;78;833.053.248-80;04/08/1943;Feminino;Leão;Maya Sabrina Mirella;(11) 2838-3718;(11) 98542-6106;1,73;78;O+
Bernardo Fábio Nicolas Pires;25;215.544.658-69;11/02/1996;Masculino;Aquário;Emily Sophia;(15) 3872-2471;(15) 98921-5990;1,88;85;A-
Mateus Lucca Teixeira;42;810.325.388-05;12/09/1979;Masculino;Virgem;Luana Camila;(11) 2775-9792;(11) 99115-7789;1,73;52;A+
Theo Gustavo Nascimento;30;382.315.518-08;25/03/1991;Masculino;Áries;Malu Daniela Nair;(11) 2983-0947;(11) 98665-2366;1,68;109;B+
Eduardo Rodrigo Daniel Baptista;37;085.994.568-57;17/10/1984;Masculino;Libra;Clara Fabiana;(11) 2598-7641;(11) 98716-4601;1,62;68;A-
Gustavo Luís Lopes;46;955.235.128-69;16/05/1975;Masculino;Touro;Marli Yasmin Giovana;(11) 3533-9896;(11) 98342-0574;1,91;103;B+
Leandro Murilo Rocha;41;292.565.648-07;10/12/1980;Masculino;Sagitário;Raimunda Julia Lavínia;(11) 2633-6713;(11) 99712-2846;1,96;106;AB+
Raquel Rosa Rayssa Rezende;76;136.222.498-70;08/12/1945;Feminino;Sagitário;Cristiane Bruna Allana;(12) 2659-9527;(12) 99902-4591;1,8;83;A-
Lara Aparecida Lavínia da Cunha;34;116.242.368-47;18/07/1987;Feminino;Câncer;Heloise Juliana Simone;(19) 3570-7726;(19) 98585-5814;1,53;79;A+
Antônia Lara Barros;18;633.997.898-31;04/10/2003;Feminino;Libra;Cecília Teresinha;(13) 3717-5970;(13) 98881-5298;1,84;81;AB+
Kamilly Allana Olivia Fogaça;68;261.573.218-81;09/09/1953;Feminino;Virgem;Camila Letícia;(12) 2904-8677;(12) 99648-9878;1,85;58;A-
Nathan Juan Martin Ramos;38;169.192.148-30;17/12/1983;Masculino;Sagitário;Ayla Yasmin Maria;(16) 3821-1338;(16) 98110-4522;1,75;64;O-
Miguel Anderson José Baptista;22;692.994.998-10;22/05/1999;Masculino;Gêmeos;Josefa Sandra Julia;(16) 3584-5542;(16) 98336-7522;1,81;76;A-
Alana Mirella Patrícia Farias;43;110.161.538-99;13/04/1978;Feminino;Áries;Marina Simone Fabiana;(11) 3738-1899;(11) 99458-1379;1,7;79;O-
Silvana Sophia Silveira;57;574.955.888-61;24/09/1964;Feminino;Libra;Cecília Sandra;(11) 2508-6212;(11) 99493-0894;1,75;81;A+
Victor Guilherme Brito;31;137.660.298-94;05/06/1990;Masculino;Gêmeos;Benedita Luciana;(11) 2624-8893;(11) 99632-3268;1,85;103;O+
Rebeca Amanda da Luz;73;083.536.838-65;22/12/1948;Feminino;Capricórnio;Eliane Daiane;(15) 2515-7123;(15) 98715-9712;1,51;70;O-
Paulo Severino Diogo Almeida;26;163.873.158-67;21/12/1995;Masculino;Sagitário;Louise Marcela;(11) 3883-0628;(11) 99844-9684;1,61;81;O+
Carlos Matheus Monteiro;69;172.416.688-39;22/12/1952;Masculino;Capricórnio;Adriana Carla Josefa;(11) 3724-8457;(11) 98490-2814;1,94;89;A+
Vinicius Ryan Kauê Silva;71;844.889.528-28;20/09/1950;Masculino;Virgem;Luna Melissa Valentina;(11) 3629-6417;(11) 99209-3940;1,91;73;B+
Emanuel Anthony da Costa;78;368.865.518-41;01/02/1943;Masculino;Aquário;Vera Teresinha Laís;(11) 3855-0748;(11) 99376-9514;1,8;84;AB+
Nathan Luís Alves;79;185.535.298-27;08/11/1942;Masculino;Escorpião;Antonella Vanessa Sophia;(19) 3965-0892;(19) 98788-5320;1,93;77;A-
Eliane Camila Aparício;76;464.225.138-36;10/10/1945;Feminino;Libra;Tânia Evelyn Patrícia;(17) 2603-2634;(17) 98185-2753;1,7;53;B+
Edson Yago Cauê Lopes;73;105.725.908-06;01/05/1948;Masculino;Touro;Raquel Heloise;(19) 3619-3658;(19) 98552-3009;1,9;87;B-
Nicolas Edson Ramos;30;652.340.288-60;07/08/1991;Masculino;Leão;Manuela Sandra;(11) 3941-5691;(11) 99388-7512;1,66;99;O-
Vinicius Cauê Levi da Luz;38;408.939.738-31;23/01/1983;Masculino;Aquário;Louise Joana Valentina;(19) 3816-8597;(19) 98737-3610;1,96;79;AB-
Lívia Adriana da Luz;69;766.380.818-53;10/01/1952;Feminino;Capricórnio;Camila Ayla;(11) 3708-7387;(11) 99364-8532;1,61;69;AB+
Bento Samuel Fogaça;49;240.240.968-18;04/01/1972;Masculino;Capricórnio;Flávia Rosângela Giovanna;(19) 2915-5360;(19) 99739-6330;1,72;64;O+
Nicole Beatriz Carolina Gomes;71;489.689.988-17;05/04/1950;Feminino;Áries;Priscila Antonella Bianca;(11) 3572-7591;(11) 99543-2744;1,54;59;B-
Andrea Adriana Jennifer Brito;68;047.043.788-02;26/04/1953;Feminino;Touro;Tereza Yasmin Silvana;(11) 3953-8526;(11) 99358-4158;1,7;55;O+
Josefa Lavínia Rodrigues;22;691.251.808-78;15/08/1999;Feminino;Leão;Gabriela Vera Nicole;(11) 2975-4005;(11) 98588-0428;1,64;81;B+
Marcos Tomás da Costa;69;014.297.078-60;05/11/1952;Masculino;Escorpião;Marina Sebastiana Mariana;(11) 3586-3272;(11) 99683-3946;1,93;110;A-
Enzo Tiago Drumond;68;368.719.078-15;09/10/1953;Masculino;Libra;Alice Rafaela;(12) 3959-1596;(12) 99301-7442;1,74;68;O-
Roberto Giovanni Marcos Vinicius Ribeiro;42;886.044.808-54;06/01/1979;Masculino;Capricórnio;Beatriz Isabela Sandra;(11) 3876-1778;(11) 99920-4566;1,84;63;O-
Cláudia Eloá Oliveira;50;233.771.878-63;15/01/1971;Feminino;Capricórnio;Nair Eliane Isabelle;(19) 3891-2815;(19) 99203-6020;1,66;69;A-
Mariana Aline Manuela Farias;53;788.645.908-38;08/09/1968;Feminino;Virgem;Lívia Bianca;(19) 3749-4773;(19) 99394-8305;1,8;66;B-
Rafael Joaquim Araújo;22;039.307.798-54;16/07/1999;Masculino;Câncer;Priscila Andrea Sônia;(18) 3527-4529;(18) 99537-4242;1,96;105;A-
Aurora Lorena Hadassa Castro;49;850.682.538-55;08/04/1972;Feminino;Áries;Alícia Sara;(14) 2648-1014;(14) 99500-7972;1,79;70;B-
Heloise Vanessa da Rosa;46;646.437.278-53;27/12/1975;Feminino;Capricórnio;Alícia Isadora;(11) 3980-7856;(11) 98967-8652;1,8;89;AB+
Hadassa Valentina Teixeira;26;614.372.648-59;03/09/1995;Feminino;Virgem;Melissa Fabiana Luzia;(19) 2508-6247;(19) 98808-8524;1,84;74;A+
Levi Theo Augusto Peixoto;50;244.926.798-04;26/08/1971;Masculino;Virgem;Marli Benedita;(11) 3838-5953;(11) 98251-7180;1,86;87;B-
Raimundo Cauã da Rocha;38;539.475.108-02;25/10/1983;Masculino;Escorpião;Rosa Rosângela Eliane;(11) 3902-5401;(11) 99530-7921;1,68;88;B-
Sérgio João Emanuel Pereira;46;623.978.988-70;15/12/1975;Masculino;Sagitário;Luciana Marlene;(11) 3972-6547;(11) 99881-8200;1,91;57;B+
Hugo Raimundo Silva;30;376.662.768-69;24/09/1991;Masculino;Libra;Joana Analu Clarice;(11) 2904-5345;(11) 98329-1201;1,91;87;A+
Sérgio Yuri Nelson Gonçalves;38;708.446.808-00;08/08/1983;Masculino;Leão;Larissa Joana Emanuelly;(19) 3809-2685;(19) 98861-7856;1,71;97;B-
Martin Murilo Araújo;43;246.504.738-88;19/03/1978;Masculino;Peixes;Yasmin Olivia;(11) 2505-0585;(11) 98508-5234;1,81;64;B-
Cláudio Luiz da Silva;49;778.147.218-73;10/02/1972;Masculino;Aquário;Elaine Vitória;(11) 3766-4583;(11) 98450-3846;1,67;68;A-
Bruna Allana Sueli Oliveira;49;867.227.508-09;24/07/1972;Feminino;Leão;Ayla Luiza Isabel;(11) 2991-8190;(11) 99167-0056;1,59;45;O-
Matheus Davi da Rosa;43;092.674.388-08;24/03/1978;Masculino;Áries;Alícia Heloisa Nicole;(19) 3826-4908;(19) 99415-6700;1,69;104;O+
Alícia Carolina Campos;39;984.185.528-32;08/09/1982;Feminino;Virgem;Sandra Marina;(14) 2534-2853;(14) 98450-3127;1,55;72;AB-
Theo Carlos Eduardo Guilherme Carvalho;50;706.540.758-67;20/09/1971;Masculino;Virgem;Rosa Mirella;(11) 3843-9909;(11) 99312-8254;1,66;93;A+
Simone Lavínia Melo;30;218.596.928-50;27/10/1991;Feminino;Escorpião;Tatiane Yasmin;(11) 3619-2370;(11) 98509-6559;1,54;68;B+
Fátima Sarah Isis Martins;46;014.273.528-01;04/05/1975;Feminino;Touro;Isis Bruna;(14) 3670-3828;(14) 99935-5004;1,8;55;A+
Rayssa Lavínia Nunes;42;660.591.048-60;25/01/1979;Feminino;Aquário;Luana Bárbara;(19) 2527-3272;(19) 98844-4618;1,79;84;AB-
Clarice Marlene Beatriz da Mota;79;576.050.218-28;07/10/1942;Feminino;Libra;Mariah Eloá;(11) 2950-6137;(11) 98126-5830;1,64;52;O-
Felipe Ruan Bryan Barbosa;50;295.073.238-05;26/02/1971;Masculino;Peixes;Brenda Marina Ana;(11) 2524-1828;(11) 98294-0270;1,72;69;A+
